Name,gtts_language,Language
Mourinha,en,English
Mourinho,en,English
Mourisca,en,English
Mourita,en,English
Mouroco,en,English
Mouronho,en,English
Mouroo,en,English
Mourosso,en,English
Mousaco,en,English
Mouzelo,en,English
Mouzinho,en,English
Muchagata,en,English
Muchata,en,English
Muge,en,English
Mugeiro,en,English
Mugeiros,en,English
Muja,en,English
Muje,en,English
Mujeiro,en,English
Munhos,en,English
Munhoz,en,English
Muralha,en,English
Murca,en,English
Mureiro,en,English
Murilhas,en,English
Murouço,en,English
Murs,en,English
Murta,en,English
Murtinheira,en,English
Murtinho,en,English
Muxagata,en,English
Muxana,en,English
Muxata,en,English
Muxito,en,English
Nabais,en,English
Nabeiro,en,English
Nabeto,en,English
Nabo,en,English
Naboco,en,English
Nabuco,en,English
Nada,en,English
Namora,en,English
Namorado,en,English
Nandolo,en,English
Nantes,en,English
Napoleoo,en,English
Narigoo,en,English
Nata,en,English
Natarie,en,English
Natario,en,English
Natividade,en,English
Nazare,en,English
Nazareth,en,English
Neca,en,English
Necha,en,English
Negroo,en,English
Neiva,en,English
Nelas,en,English
Nelo,en,English
Neno,en,English
Nercio,en,English
Neres,en,English
Nereu,en,English
Nerro,en,English
Neta,en,English
Nibau,en,English
Nicoleta,en,English
Nifra,en,English
Nilva,en,English
Nilza,en,English
Ninho,en,English
Nini,en,English
Noberto,en,English
Nobreza,en,English
Noeme,en,English
Noemia,en,English
Nogueirinha,en,English
Noira,en,English
Noite,en,English
Noivo,en,English
Nomboro,en,English
Norinho,en,English
Noro,en,English
Noronha,en,English
Nossa,en,English
Notas,en,English
Noutel,en,English
Novissimo,en,English
Nujo,en,English
Nuno,en,English
Oeiras,iw,Hebrew
Ogeda,iw,Hebrew
Oiteiro,iw,Hebrew
Olaia,iw,Hebrew
Olaio,iw,Hebrew
Olas,iw,Hebrew
Olavo,iw,Hebrew
Olayo,iw,Hebrew
Olim,iw,Hebrew
Olimpio,iw,Hebrew
Olival,iw,Hebrew
Oliveirinha,iw,Hebrew
Oliveiro,iw,Hebrew
Oliveiros,iw,Hebrew
Olivenca,iw,Hebrew
Olivira,iw,Hebrew
Olmas,iw,Hebrew
Onça,iw,Hebrew
Opinioo,iw,Hebrew
Ordonhas,iw,Hebrew
Orey,iw,Hebrew
Orfoo,iw,Hebrew
Ornelas,iw,Hebrew
Orquidea,iw,Hebrew
Ortigoo,iw,Hebrew
Ortigoso,iw,Hebrew
Orvalho,iw,Hebrew
Otilio,iw,Hebrew
Otoo,iw,Hebrew
Outeirinho,iw,Hebrew
Ova,iw,Hebrew
Ovaia,iw,Hebrew
Ovelha,iw,Hebrew
Pabricas,iw,Hebrew
Padeiro,iw,Hebrew
Padez,iw,Hebrew
Padilha,iw,Hebrew
Padres,iw,Hebrew
Padroo,iw,Hebrew
Pagado,iw,Hebrew
Pagaimo,iw,Hebrew
Paglione,iw,Hebrew
Paim,iw,Hebrew
Painçal,iw,Hebrew
Painço,iw,Hebrew
Paioo,iw,Hebrew
Paios,iw,Hebrew
Paisana,iw,Hebrew
Paixoo,iw,Hebrew
Palaia,iw,Hebrew
Palaio,iw,Hebrew
Palancha,iw,Hebrew
Paleco,iw,Hebrew
Palha,iw,Hebrew
Palhais,iw,Hebrew
Palhares,iw,Hebrew
Palhavo,iw,Hebrew
Palheiro,iw,Hebrew
Palhim,iw,Hebrew
Palhinha,iw,Hebrew
Palhota,iw,Hebrew
Palhoto,iw,Hebrew
Palinha,iw,Hebrew
Palinhas,iw,Hebrew
Palinhos,iw,Hebrew
Paliteiro,iw,Hebrew
Palito,iw,Hebrew
Pallerinhas,iw,Hebrew
Palmeira,iw,Hebrew
Palmeiroo,iw,Hebrew
Palmela,iw,Hebrew
Palminha,iw,Hebrew
Palmira,iw,Hebrew
Palona,iw,Hebrew
Palpino,iw,Hebrew
Palricas,iw,Hebrew
Palrilha,iw,Hebrew
Palrinhas,iw,Hebrew
Palveiro,iw,Hebrew
Pama,iw,Hebrew
Pamoo,iw,Hebrew
Pampiona,iw,Hebrew
Panças,iw,Hebrew
Panarra,iw,Hebrew
Panasco,iw,Hebrew
Paneiro,iw,Hebrew
Paninha,iw,Hebrew
Panoo,iw,Hebrew
Pantaleoo,iw,Hebrew
Pantanal,iw,Hebrew
Panto,iw,Hebrew
Paone,iw,Hebrew
Paour,iw,Hebrew
Papel,iw,Hebrew
Papises,iw,Hebrew
Papizes,iw,Hebrew
Papolla,iw,Hebrew
Paquete,iw,Hebrew
Paquim,iw,Hebrew
Paradinha,iw,Hebrew
Paralta,iw,Hebrew
Paranhos,iw,Hebrew
Paratudo,iw,Hebrew
Parcurso,iw,Hebrew
Pardelejo,iw,Hebrew
Pardinha,iw,Hebrew
Pareira,iw,Hebrew
Parola,iw,Hebrew
Parracheiro,iw,Hebrew
Parracho,iw,Hebrew
Parreiral,iw,Hebrew
Parreiras,iw,Hebrew
Parreiroo,iw,Hebrew
Parrinha,iw,Hebrew
Parrinhas,iw,Hebrew
Pascoa,iw,Hebrew
Pascoal,iw,Hebrew
Pascoalinho,iw,Hebrew
Pascoinho,iw,Hebrew
Passadouro,iw,Hebrew
Passarada,iw,Hebrew
Passarinho,iw,Hebrew
Passeira,iw,Hebrew
Passeiro,iw,Hebrew
Passinhas,iw,Hebrew
Passinho,iw,Hebrew
Pastilha,iw,Hebrew
Pastorinho,iw,Hebrew
Pataca,iw,Hebrew
Patacoo,iw,Hebrew
Pataias,iw,Hebrew
Patarata,iw,Hebrew
Patarra,iw,Hebrew
Pateira,iw,Hebrew
Patinho,iw,Hebrew
Patois,iw,Hebrew
Patoleira,iw,Hebrew
Patriarca,iw,Hebrew
Patrocinia,iw,Hebrew
Patronilho,iw,Hebrew
Patroo,iw,Hebrew
Patto,iw,Hebrew
Patueli,iw,Hebrew
Patuleia,iw,Hebrew
Patulera,iw,Hebrew
Paublita,iw,Hebrew
Paulas,iw,Hebrew
Paulette,iw,Hebrew
Paulouro,iw,Hebrew
Paurilha,iw,Hebrew
Pauseiro,iw,Hebrew
Pauzeiro,iw,Hebrew
Paveia,iw,Hebrew
Paveiro,iw,Hebrew
Pavoo,iw,Hebrew
Peça,iw,Hebrew
Peças,iw,Hebrew
Peba,iw,Hebrew
Pecada,iw,Hebrew
Pecador,iw,Hebrew
Pecanço,iw,Hebrew
Pechilas,iw,Hebrew
Pechim,iw,Hebrew
Pechinche,iw,Hebrew
Pechorro,iw,Hebrew
Pecurto,iw,Hebrew
Pedras,iw,Hebrew
Pedreiro,iw,Hebrew
Pedrica,iw,Hebrew
Pedrinho,iw,Hebrew
Pedrogam,iw,Hebrew
Pedronho,iw,Hebrew
Pedroto,iw,Hebrew
Pedruco,iw,Hebrew
Peeira,iw,Hebrew
Pega,iw,Hebrew
Pegado,iw,Hebrew
Peguinho,iw,Hebrew
Peixe,iw,Hebrew
Peixeiria,iw,Hebrew
Peixeiro,iw,Hebrew
Peixinho,iw,Hebrew
Pelagio,iw,Hebrew
Pelajo,iw,Hebrew
Pelarigo,iw,Hebrew
Pelica,iw,Hebrew
Pelicana,iw,Hebrew
Pelicho,iw,Hebrew
Peliz,iw,Hebrew
Pelotas,iw,Hebrew
Pelote,iw,Hebrew
Pelotte,iw,Hebrew
Pendilhe,iw,Hebrew
Peneda,iw,Hebrew
Penedos,iw,Hebrew
Peneira,iw,Hebrew
Peneque,iw,Hebrew
Penetra,iw,Hebrew
Penha,iw,Hebrew
Peniche,iw,Hebrew
Penicheiro,iw,Hebrew
Peno,iw,Hebrew
Penteado,iw,Hebrew
Peoo,iw,Hebrew
Pepulino,iw,Hebrew
Pequena,iw,Hebrew
Pequeno,iw,Hebrew
Pequenoo,iw,Hebrew
Pequito,iw,Hebrew
Peraboa,iw,Hebrew
Peradente,iw,Hebrew
Percheiro,iw,Hebrew
Percisa,iw,Hebrew
Perdez,iw,Hebrew
Perdigoo,iw,Hebrew
Perdigoto,iw,Hebrew
Pereirinha,iw,Hebrew
Pereiroo,iw,Hebrew
Pereu,iw,Hebrew
Perfeito,iw,Hebrew
Peribaixo,iw,Hebrew
Pericoo,iw,Hebrew
Perie,iw,Hebrew
Pernadas,iw,Hebrew
Perneta,iw,Hebrew
Perola,iw,Hebrew
Perpetua,iw,Hebrew
Perpetuo,iw,Hebrew
Perquilhas,iw,Hebrew
Perrulas,iw,Hebrew
Persio,iw,Hebrew
Pesca,iw,Hebrew
Pescante,iw,Hebrew
Pessa,iw,Hebrew
Pessanha,iw,Hebrew
Pessante,iw,Hebrew
Pessego,iw,Hebrew
Petim,iw,Hebrew
Petisca,iw,Hebrew
Petricia,iw,Hebrew
Petroneo,iw,Hebrew
Petronilho,iw,Hebrew
Peva,iw,Hebrew
Piçarra,iw,Hebrew
Piarali,iw,Hebrew
Picanço,iw,Hebrew
Picanco,iw,Hebrew
Picarali,iw,Hebrew
Picassinos,iw,Hebrew
Picoo,iw,Hebrew
Picota,iw,Hebrew
Pidranca,iw,Hebrew
Piedade,iw,Hebrew
Pifaro,iw,Hebrew
Pigarro,iw,Hebrew
Piloo,iw,Hebrew
Piloto,iw,Hebrew
Pilro,iw,Hebrew
Pimoo,iw,Hebrew
Pimparel,iw,Hebrew
Pimpoo,iw,Hebrew
Pincel,iw,Hebrew
Pincha,iw,Hebrew
Pincoo,iw,Hebrew
Pinge,iw,Hebrew
Pingio,iw,Hebrew
Pinguel,iw,Hebrew
Pinguinha,iw,Hebrew
Pinhal,iw,Hebrew
Pinhanços,iw,Hebrew
Pinhansos,iw,Hebrew
Pinheira,iw,Hebrew
Pinhel,iw,Hebrew
Pinhoo,iw,Hebrew
Pinoo,iw,Hebrew
Pinparel,iw,Hebrew
Pintassiglo,iw,Hebrew
Pintauto,iw,Hebrew
Pintoo,iw,Hebrew
Pintual,iw,Hebrew
Pioo,iw,Hebrew
Piorro,iw,Hebrew
Pipa,iw,Hebrew
Pipeira,iw,Hebrew
Piriquito,iw,Hebrew
Pirola,iw,Hebrew
Pirona,iw,Hebrew
Piroo,iw,Hebrew
Piroto,iw,Hebrew
Pirre,iw,Hebrew
Piscarreta,iw,Hebrew
Piscino,iw,Hebrew
Pisoeiro,iw,Hebrew
Pissara,iw,Hebrew
Pistola,iw,Hebrew
Pitarma,iw,Hebrew
Pitas,iw,Hebrew
Pite,iw,Hebrew
Piteira,iw,Hebrew
Pito,iw,Hebrew
Pitoo,iw,Hebrew
Placa,iw,Hebrew
Pleno,iw,Hebrew
Poça,iw,Hebrew
Poças,iw,Hebrew
Poço,iw,Hebrew
Pocarinho,iw,Hebrew
Pocinho,iw,Hebrew
Pocinhos,iw,Hebrew
Podairo,iw,Hebrew
Podoo,iw,Hebrew
Poeira,iw,Hebrew
Poejo,iw,Hebrew
Poeta,iw,Hebrew
Poiares,iw,Hebrew
Poiarez,iw,Hebrew
Poim,iw,Hebrew
Polaine,iw,Hebrew
Polainos,iw,Hebrew
Polana,iw,Hebrew
Poleina,iw,Hebrew
Polena,iw,Hebrew
Polho,iw,Hebrew
Policiano,iw,Hebrew
Polido,iw,Hebrew
Polonia,iw,Hebrew
Polvora,iw,Hebrew
Pombeiro,iw,Hebrew
Pombicha,iw,Hebrew
Pompeu,iw,Hebrew
Ponces,iw,Hebrew
Ponteiro,iw,Hebrew
Ponticife,iw,Hebrew
Pontinha,iw,Hebrew
Pontinhas,iw,Hebrew
Pontoo,iw,Hebrew
Poozinho,iw,Hebrew
Populo,iw,Hebrew
Porelo,iw,Hebrew
Porfeta,iw,Hebrew
Porfirio,iw,Hebrew
Portario,iw,Hebrew
Portasio,iw,Hebrew
Portelada,iw,Hebrew
Portelinho,iw,Hebrew
Portelo,iw,Hebrew
Portovedo,iw,Hebrew
Portulez,iw,Hebrew
Potencio,iw,Hebrew
Potro,iw,Hebrew
Poupinho,iw,Hebrew
Poupino,iw,Hebrew
Pousinho,iw,Hebrew
Pousos,iw,Hebrew
Pouzada,iw,Hebrew
Pouzinho,iw,Hebrew
Povoa,iw,Hebrew
Povoas,iw,Hebrew
Praça,iw,Hebrew
Pracana,iw,Hebrew
Pragana,iw,Hebrew
Pragona,iw,Hebrew
Pragosa,iw,Hebrew
Prajosa,iw,Hebrew
Pranchas,iw,Hebrew
Pranto,iw,Hebrew
Pratas,iw,Hebrew
Prazeres,iw,Hebrew
Precatado,iw,Hebrew
Preces,iw,Hebrew
Preciosa,iw,Hebrew
Predial,iw,Hebrew
Pregueiro,iw,Hebrew
Preguiça,iw,Hebrew
Preizal,iw,Hebrew
Prelhaz,iw,Hebrew
Prestes,iw,Hebrew
Presunto,iw,Hebrew
Preta,iw,Hebrew
Primavera,iw,Hebrew
Primorosa,iw,Hebrew
Prina,iw,Hebrew
Prino,iw,Hebrew
Prioste,iw,Hebrew
Proença,iw,Hebrew
Prola,iw,Hebrew
Protasio,iw,Hebrew
Protazio,iw,Hebrew
Prudente,iw,Hebrew
Pucarinho,iw,Hebrew
Puidival,iw,Hebrew
Pulquerio,iw,Hebrew
Pureza,iw,Hebrew
Purificaçoo,iw,Hebrew
Putrico,iw,Hebrew
Puxa,iw,Hebrew
Quadrada,iw,Hebrew
Quadrado,iw,Hebrew
Quadros,iw,Hebrew
Quartilho,iw,Hebrew
Quatorze,iw,Hebrew
Quealheiro,iw,Hebrew
Quebrada,iw,Hebrew
Queda,iw,Hebrew
Queijos,iw,Hebrew
Queimada,iw,Hebrew
Queimadela,iw,Hebrew
Queiriz,iw,Hebrew
Queiroga,iw,Hebrew
Quelha,iw,Hebrew
Quelhas,iw,Hebrew
Quental,iw,Hebrew
Querido,iw,Hebrew
Queta,iw,Hebrew
Quiaios,iw,Hebrew
Quialheiro,iw,Hebrew
Quilhas,iw,Hebrew
Quilho,iw,Hebrew
Quiminigal,iw,Hebrew
Quinas,iw,Hebrew
Quinaz,iw,Hebrew
Quinoy,iw,Hebrew
Quintais,iw,Hebrew
Quintal,iw,Hebrew
Quintalo,iw,Hebrew
Quintaneiro,iw,Hebrew
Quintanilha,iw,Hebrew
Quintella,iw,Hebrew
Quintera,iw,Hebrew
Quintinho,iw,Hebrew
Quiteliano,iw,Hebrew
Quiteres,iw,Hebrew
Quiteria,iw,Hebrew
Quiterio,iw,Hebrew
Quiterres,iw,Hebrew
Quitino,iw,Hebrew
Quixinho,iw,Hebrew
Rabaça,iw,Hebrew
Rabaço,iw,Hebrew
Rabasquinho,iw,Hebrew
Rabuge,iw,Hebrew
Rachinhas,iw,Hebrew
Ragagoo,iw,Hebrew
Rainha,iw,Hebrew
Rainho,iw,Hebrew
Ralha,iw,Hebrew
Ramalhal,iw,Hebrew
Ramalheira,iw,Hebrew
Ramalheiro,iw,Hebrew
Ramalhete,iw,Hebrew
Ramalhinho,iw,Hebrew
Ramalhoo,iw,Hebrew
Ramalhoso,iw,Hebrew
Raminhos,iw,Hebrew
"Ramos""",iw,Hebrew
Ramualdo,iw,Hebrew
Ranhel,iw,Hebrew
Ranito,iw,Hebrew
Raposeiro,iw,Hebrew
Rapoula,iw,Hebrew
Rapoulo,iw,Hebrew
Raqscoo,iw,Hebrew
Rascoo,iw,Hebrew
Rasga,iw,Hebrew
Rasteiro,iw,Hebrew
Ratado,iw,Hebrew
Ratinho,iw,Hebrew
Raul,iw,Hebrew
Ravara,iw,Hebrew
Ravasco,iw,Hebrew
Razoo,iw,Hebrew
Realinho,iw,Hebrew
Rebanda,iw,Hebrew
Rebela,iw,Hebrew
Rebelote,iw,Hebrew
Rebimbas,iw,Hebrew
Rebocho,iw,Hebrew
Rebola,iw,Hebrew
Rebolho,iw,Hebrew
Rebondoo,iw,Hebrew
Rebordoo,iw,Hebrew
Recacho,iw,Hebrew
Rechena,iw,Hebrew
Rede,iw,Hebrew
Redentor,iw,Hebrew
Redes,iw,Hebrew
Redinha,iw,Hebrew
Redolho,iw,Hebrew
Reduto,iw,Hebrew
Regada,iw,Hebrew
Regadas,iw,Hebrew
Regala,iw,Hebrew
Regaleira,iw,Hebrew
Regalheiro,iw,Hebrew
Reginaldo,iw,Hebrew
Regio,iw,Hebrew
Reibota,iw,Hebrew
Reigado,iw,Hebrew
Reigones,iw,Hebrew
Reigota,iw,Hebrew
Reigoto,iw,Hebrew
Reimbau,iw,Hebrew
Reimoo,iw,Hebrew
Reinas,iw,Hebrew
Reinoite,iw,Hebrew
Reinol,iw,Hebrew
Reisinho,iw,Hebrew
Reitor,iw,Hebrew
Reixa,iw,Hebrew
Reizinho,iw,Hebrew
Relva,iw,Hebrew
Relvacho,iw,Hebrew
Relvas,iw,Hebrew
Relvoo,iw,Hebrew
Remedio,iw,Hebrew
Remisio,iw,Hebrew
Remoaldo,iw,Hebrew
Remondes,iw,Hebrew
Renca,iw,Hebrew
Rendeiro,iw,Hebrew
Rendilho,iw,Hebrew
Rente,iw,Hebrew
Rentinho,iw,Hebrew
Rentoa,iw,Hebrew
Rentoo,iw,Hebrew
Repas,iw,Hebrew
Repolho,iw,Hebrew
Requixa,iw,Hebrew
Resgate,iw,Hebrew
Resio,iw,Hebrew
Resoluto,iw,Hebrew
Respeita,iw,Hebrew
Reste,iw,Hebrew
Restolho,iw,Hebrew
Resurreicoo,iw,Hebrew
Retre,iw,Hebrew
Retroz,iw,Hebrew
Retto,iw,Hebrew
Reu,iw,Hebrew
Reveles,iw,Hebrew
Reverendo,iw,Hebrew
Revez,iw,Hebrew
Rezio,iw,Hebrew
Rianço,iw,Hebrew
Ribafeita,iw,Hebrew
Ribeira,iw,Hebrew
Ribeirete,iw,Hebrew
Ricacho,iw,Hebrew
Ricardino,iw,Hebrew
Rigor,iw,Hebrew
Rilho,iw,Hebrew
Riperto,iw,Hebrew
Riquito,iw,Hebrew
Ris,iw,Hebrew
Riscado,iw,Hebrew
Riso,iw,Hebrew
Risota,iw,Hebrew
Rissol,iw,Hebrew
Rito,iw,Hebrew
Ritto,iw,Hebrew
Roçadas,iw,Hebrew
Roçado,iw,Hebrew
Robalo,iw,Hebrew
Rochete,iw,Hebrew
Rochinha,iw,Hebrew
Rodeia,iw,Hebrew
Rodelo,iw,Hebrew
Rofo,iw,Hebrew
Rogeira,iw,Hebrew
Rogeiro,iw,Hebrew
Rogerio,iw,Hebrew
Rogoo,iw,Hebrew
Rojoo,iw,Hebrew
Rolas,iw,Hebrew
Roldoo,iw,Hebrew
Roleto,iw,Hebrew
Rolim,iw,Hebrew
Rolinho,iw,Hebrew
Rolis,iw,Hebrew
Roliz,iw,Hebrew
Roloo,iw,Hebrew
Roltal,iw,Hebrew
Romariz,iw,Hebrew
Rombo,iw,Hebrew
Romeiro,iw,Hebrew
Romoaldo,iw,Hebrew
Romoo,iw,Hebrew
Romoozinho,iw,Hebrew
Rondoo,iw,Hebrew
Ronquilho,iw,Hebrew
Roquete,iw,Hebrew
Roriz,iw,Hebrew
Rosalino,iw,Hebrew
Rosaria,iw,Hebrew
Rosedo,iw,Hebrew
Roseiro,iw,Hebrew
Roselo,iw,Hebrew
Roseta,iw,Hebrew
Rosinha,iw,Hebrew
Rosmaninho,iw,Hebrew
Rossas,iw,Hebrew
Roucinha,iw,Hebrew
Roupico,iw,Hebrew
Rouxinol,iw,Hebrew
Rovisco,iw,Hebrew
Roxo,iw,Hebrew
Rozado,iw,Hebrew
Rozela,iw,Hebrew
Rualde,iw,Hebrew
Ruaz,iw,Hebrew
Rubina,iw,Hebrew
Ruela,iw,Hebrew
Ruiquito,iw,Hebrew
Ruiva,iw,Hebrew
Ruivaco,iw,Hebrew
Ruivo,iw,Hebrew
Rumo,iw,Hebrew
Runa,iw,Hebrew
Rungo,iw,Hebrew
Russinho,iw,Hebrew
Ruvino,iw,Hebrew
Sabadino,iw,Hebrew
Sabelio,iw,Hebrew
Saberio,iw,Hebrew
Saboga,iw,Hebrew
Sabola,iw,Hebrew
Saborano,iw,Hebrew
Sacadura,iw,Hebrew
Sacarroo,iw,Hebrew
Sacras,iw,Hebrew
Sacur,iw,Hebrew
Sagaz,iw,Hebrew
Sagilde,iw,Hebrew
Saiago,iw,Hebrew
Saianda,iw,Hebrew
Sainhas,iw,Hebrew
Saino,iw,Hebrew
Saitais,iw,Hebrew
Salame,iw,Hebrew
Salavessa,iw,Hebrew
Salavis,iw,Hebrew
Salavra,iw,Hebrew
Salcedas,iw,Hebrew
Saldanha,iw,Hebrew
Saleiro,iw,Hebrew
Salema,iw,Hebrew
Salgueirinho,iw,Hebrew
Salmim,iw,Hebrew
Saloio,iw,Hebrew
Saloo,iw,Hebrew
Salsa,iw,Hebrew
Salsas,iw,Hebrew
Salsedas,iw,Hebrew
Salteiro,iw,Hebrew
Saltoo,iw,Hebrew
Salusto,iw,Hebrew
Salvacoo,iw,Hebrew
Salvadinho,iw,Hebrew
Salvaterra,iw,Hebrew
Salveano,iw,Hebrew
Salviano,iw,Hebrew
Salzedas,iw,Hebrew
Samagaio,iw,Hebrew
Sambento,iw,Hebrew
Samelo,iw,Hebrew
Samoes,iw,Hebrew
Samora,iw,Hebrew
Sampainho,iw,Hebrew
Sandinha,iw,Hebrew
Sandioes,iw,Hebrew
Sanguinhete,iw,Hebrew
Sanheiro,iw,Hebrew
Sanina,iw,Hebrew
Sansana,iw,Hebrew
Sansoo,iw,Hebrew
Sant'Ovaia,iw,Hebrew
Santareno,iw,Hebrew
Santarino,iw,Hebrew
Santinha,iw,Hebrew
Santinho,iw,Hebrew
Sapage,iw,Hebrew
Sapata,iw,Hebrew
Sapateiro,iw,Hebrew
Sapela,iw,Hebrew
Sapinho,iw,Hebrew
Sapo,iw,Hebrew
Saqueta,iw,Hebrew
Sarabando,iw,Hebrew
Sarafana,iw,Hebrew
Sarafona,iw,Hebrew
Saragaço,iw,Hebrew
Saragoça,iw,Hebrew
Saragouça,iw,Hebrew
Saramago,iw,Hebrew
Sardeira,iw,Hebrew
Sardinha,iw,Hebrew
Sardinheira,iw,Hebrew
Sardoo,iw,Hebrew
Sargaço,iw,Hebrew
Sargento,iw,Hebrew
Sarmento,iw,Hebrew
Sarnadas,iw,Hebrew
Sarraipa,iw,Hebrew
Sarrazola,iw,Hebrew
Sarrudo,iw,Hebrew
Saruga,iw,Hebrew
Sarzedas,iw,Hebrew
Satiro,iw,Hebrew
Saudade,iw,Hebrew
Saude,iw,Hebrew
Sauzedo,iw,Hebrew
Sayal,iw,Hebrew
Seabra,iw,Hebrew
Searas,iw,Hebrew
Sebadelhe,iw,Hebrew
Sebastiana,iw,Hebrew
Sebastioo,iw,Hebrew
Seborro,iw,Hebrew
Sebrosa,iw,Hebrew
Secio,iw,Hebrew
Secreto,iw,Hebrew
Segre,iw,Hebrew
Seiça,iw,Hebrew
Seiças,iw,Hebrew
Seiceira,iw,Hebrew
Seichas,iw,Hebrew
Seicheira,iw,Hebrew
Seiroco,iw,Hebrew
Seita,iw,Hebrew
Seixeiro,iw,Hebrew
Seixinho,iw,Hebrew
Seixo,iw,Hebrew
Selada,iw,Hebrew
Seleiro,iw,Hebrew
Semanas,iw,Hebrew
Semblano,iw,Hebrew
Semido,iw,Hebrew
Semioo,iw,Hebrew
Senano,iw,Hebrew
Sendas,iw,Hebrew
Sendim,iw,Hebrew
Senica,iw,Hebrew
Sepana,iw,Hebrew
Sepodes,iw,Hebrew
Serafim,iw,Hebrew
Serafino,iw,Hebrew
Serambeque,iw,Hebrew
Seramota,iw,Hebrew
Serbulo,iw,Hebrew
Serdoura,iw,Hebrew
Serejo,iw,Hebrew
Serem,iw,Hebrew
Serens,iw,Hebrew
Serfas,iw,Hebrew
Sergeira,iw,Hebrew
Seromenho,iw,Hebrew
Serqueira,iw,Hebrew
Serradas,iw,Hebrew
Serradinho,iw,Hebrew
Serradio,iw,Hebrew
Serralha,iw,Hebrew
Serralharia,iw,Hebrew
Serralheiro,iw,Hebrew
Serrana,iw,Hebrew
Serranho,iw,Hebrew
Serrario,iw,Hebrew
Serrasqueiro,iw,Hebrew
Serrazes,iw,Hebrew
Serronha,iw,Hebrew
Serroo,iw,Hebrew
Serta,iw,Hebrew
Serveiro,iw,Hebrew
Servio,iw,Hebrew
Servo,iw,Hebrew
Serzedelo,iw,Hebrew
Sestay,iw,Hebrew
Sevinate,iw,Hebrew
Sevivas,iw,Hebrew
Sezudo,iw,Hebrew
Siborro,iw,Hebrew
Sigalho,iw,Hebrew
Sil,iw,Hebrew
Silvares,iw,Hebrew
Silveirinha,iw,Hebrew
Silveiro,iw,Hebrew
Simoo,iw,Hebrew
Simoozinho,iw,Hebrew
Sintra,iw,Hebrew
Siopa,iw,Hebrew
Sismeiro,iw,Hebrew
Sisse,iw,Hebrew
Sisudo,iw,Hebrew
Sizudo,iw,Hebrew
Soalheira,iw,Hebrew
Soberano,iw,Hebrew
Sobreirense,iw,Hebrew
Sobreiro,iw,Hebrew
Sobrinho,iw,Hebrew
Soeima,iw,Hebrew
Soeiro,iw,Hebrew
Soiano,iw,Hebrew
Soito,iw,Hebrew
Soldadinho,iw,Hebrew
Soledade,iw,Hebrew
Solipa,iw,Hebrew
Solnado,iw,Hebrew
Solposto,iw,Hebrew
Solva,iw,Hebrew
Sonsa,iw,Hebrew
Sonso,iw,Hebrew
Soo,iw,Hebrew
Sopas,iw,Hebrew
Soreto,iw,Hebrew
Sotana,iw,Hebrew
Soure,iw,Hebrew
Sousinha,iw,Hebrew
Soutilha,iw,Hebrew
Soutinho,iw,Hebrew
Souzinha,iw,Hebrew
Soveral,iw,Hebrew
Sucena,iw,Hebrew
Suordem,iw,Hebrew
Supico,iw,Hebrew
Surdo,iw,Hebrew
Surrador,iw,Hebrew
Surrecio,iw,Hebrew
Susano,iw,Hebrew
Sutre,iw,Hebrew
Suzano,iw,Hebrew
Tabaco,iw,Hebrew
Tabalo,iw,Hebrew
Tabanes,iw,Hebrew
Tabanez,iw,Hebrew
Tabaquinho,iw,Hebrew
Tabarra,iw,Hebrew
Tabau,iw,Hebrew
Tabola,iw,Hebrew
Tabosa,iw,Hebrew
Tabuada,iw,Hebrew
Tabuas,iw,Hebrew
Tabuinhas,iw,Hebrew
Tadeu,iw,Hebrew
Tadeus,iw,Hebrew
Tadilha,iw,Hebrew
Tafula,iw,Hebrew
Tagaio,iw,Hebrew
Tainha,iw,Hebrew
Taipina,iw,Hebrew
Taipino,iw,Hebrew
Tais,iw,Hebrew
Talhadas,iw,Hebrew
Talho,iw,Hebrew
Talina,iw,Hebrew
Taliscas,iw,Hebrew
Tanganho,iw,Hebrew
Tanoeiro,iw,Hebrew
Tanque,iw,Hebrew
Tanqueiro,iw,Hebrew
Tapada,iw,Hebrew
Tapadas,iw,Hebrew
Taraio,iw,Hebrew
Taralhoo,iw,Hebrew
Tareco,iw,Hebrew
Tarelho,iw,Hebrew
Tarenta,iw,Hebrew
Tarouca,iw,Hebrew
Tarrafa,iw,Hebrew
Tarrataca,iw,Hebrew
Tasqueiro,iw,Hebrew
Tataro,iw,Hebrew
Taveira,iw,Hebrew
Tecedeiro,iw,Hebrew
Tedim,iw,Hebrew
Teixo,iw,Hebrew
Teixoso,iw,Hebrew
Tejana,iw,Hebrew
Tela,iw,Hebrew
Telhada,iw,Hebrew
Telhadas,iw,Hebrew
Temido,iw,Hebrew
Tempero,iw,Hebrew
Tempra,iw,Hebrew
Temprilho,iw,Hebrew
Temudo,iw,Hebrew
Tendeiro,iw,Hebrew
Tendinha,iw,Hebrew
Tenente,iw,Hebrew
Tente,iw,Hebrew
Tento,iw,Hebrew
Teodosio,iw,Hebrew
Teodozio,iw,Hebrew
Teofilo,iw,Hebrew
Teotonio,iw,Hebrew
Terça,iw,Hebrew
Terenas,iw,Hebrew
Terencio,iw,Hebrew
Tereso,iw,Hebrew
Teroso,iw,Hebrew
Terramoto,iw,Hebrew
Terras,iw,Hebrew
Terreiro,iw,Hebrew
Terreiros,iw,Hebrew
Terreno,iw,Hebrew
Terrinha,iw,Hebrew
Terrivel,iw,Hebrew
